Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (mm),qc,Precip (mm),qc,Sol Rad (W/sq.m),qc,Avg Vap Pres (kPa),qc,Max Air Temp (C),qc,Min Air Temp (C),qc,Avg Air Temp (C),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (C),qc,Avg Wind Speed (m/s),qc,Wind Run (km),qc,Avg Soil Temp (C),qc
242,Staten Island,San Joaquin Valley,3/14/2016,074,3.55, ,0.40, ,231, ,1.2, ,17.1, ,8.2, ,12.7, ,96, ,60, ,79, ,9.1, ,3.2, ,276.5, ,13.3, 
242,Staten Island,San Joaquin Valley,3/15/2016,075,3.88, ,0.00, ,246, ,1.0, ,20.5, ,4.7, ,12.0, ,99, ,47, ,74, ,7.5, ,2.2, ,190.9, ,13.3, 
242,Staten Island,San Joaquin Valley,3/16/2016,076,3.96, ,0.00, ,247, ,1.1, ,23.1, ,5.4, ,13.6, ,96, ,46, ,72, ,8.8, ,1.9, ,160.9, ,13.2, 
242,Staten Island,San Joaquin Valley,3/17/2016,077,3.89, ,0.00, ,250, ,1.3, ,26.6, ,5.2, ,15.2, ,99, ,41, ,75, ,10.9, ,1.2, ,103.5, ,13.1, 
242,Staten Island,San Joaquin Valley,3/18/2016,078,3.78, ,0.00, ,249, ,1.3, ,23.0, ,6.1, ,14.3, ,99, ,53, ,81, ,11.2, ,2.0, ,169.3, ,13.2, 
242,Staten Island,San Joaquin Valley,3/19/2016,079,3.63, ,0.00, ,238, ,1.4, ,23.8, ,7.5, ,14.8, ,98, ,65, ,83, ,12.0, ,2.4, ,208.8, ,13.4, 
242,Staten Island,San Joaquin Valley,3/20/2016,080,2.09, ,8.00, ,146, ,1.4, ,21.4, ,7.8, ,14.4, ,99, ,66, ,87, ,12.2, ,2.3, ,200.0, ,13.7, 
242,Staten Island,San Joaquin Valley,3/21/2016,081,2.28, ,0.30, ,140, ,1.3, ,19.7, ,8.6, ,12.9, ,98, ,64, ,84, ,10.3, ,3.2, ,278.3, ,13.8, 
242,Staten Island,San Joaquin Valley,3/22/2016,082,3.92, ,0.00, ,264, ,1.0, ,19.1, ,5.7, ,11.7, ,97, ,43, ,73, ,6.9, ,2.0, ,173.0, ,13.7, 
242,Staten Island,San Joaquin Valley,3/23/2016,083,4.18, ,0.00, ,261, ,1.0, ,21.7, ,4.3, ,12.4, ,97, ,43, ,72, ,7.6, ,2.2, ,192.8, ,13.5, 
242,Staten Island,San Joaquin Valley,3/24/2016,084,4.01, ,0.00, ,255, ,1.2, ,23.8, ,4.4, ,13.5, ,99, ,48, ,78, ,9.8, ,1.6, ,138.7, ,13.4, 
242,Staten Island,San Joaquin Valley,3/25/2016,085,4.44, ,0.00, ,261, ,1.2, ,23.8, ,5.9, ,14.3, ,99, ,39, ,74, ,9.7, ,2.3, ,201.7, ,13.4, 
242,Staten Island,San Joaquin Valley,3/26/2016,086,4.89, ,0.00, ,262, ,1.1, ,24.9, ,6.7, ,15.9, ,90, ,32, ,62, ,8.6, ,2.8, ,238.8, ,13.6, 
242,Staten Island,San Joaquin Valley,3/27/2016,087,4.28, ,0.00, ,253, ,1.3, ,21.1, ,10.7, ,15.2, ,95, ,57, ,75, ,10.8, ,3.0, ,262.5, ,13.8, 
242,Staten Island,San Joaquin Valley,3/28/2016,088,4.32, ,0.00, ,245, ,0.8, ,17.7, ,5.5, ,11.0, ,86, ,38, ,61, ,3.8, ,3.6, ,314.7, ,14.0, 
242,Staten Island,San Joaquin Valley,3/29/2016,089,4.41, ,0.00, ,281, ,0.8, ,20.5, ,3.2, ,11.2, ,81, ,32, ,57, ,3.1, ,2.2, ,187.5, ,13.8, 
242,Staten Island,San Joaquin Valley,3/30/2016,090,4.43, ,0.00, ,277, ,1.0, ,22.0, ,2.0, ,12.0, ,95, ,41, ,72, ,7.2, ,2.3, ,202.9, ,13.6, 
242,Staten Island,San Joaquin Valley,3/31/2016,091,4.59, ,0.00, ,279, ,1.2, ,21.6, ,6.9, ,13.5, ,98, ,53, ,75, ,9.3, ,2.7, ,237.5, ,13.5, 
242,Staten Island,San Joaquin Valley,4/1/2016,092,4.33, ,0.00, ,276, ,1.2, ,22.7, ,5.8, ,14.0, ,93, ,55, ,76, ,9.8, ,2.1, ,183.7, ,13.6, 
242,Staten Island,San Joaquin Valley,4/2/2016,093,4.21, ,0.00, ,273, ,1.3, ,26.5, ,5.6, ,15.3, ,99, ,48, ,77, ,11.3, ,1.4, ,119.4, ,13.8, 
242,Staten Island,San Joaquin Valley,4/3/2016,094,4.46, ,0.00, ,271, ,1.2, ,23.3, ,5.3, ,14.3, ,99, ,45, ,76, ,10.0, ,2.3, ,198.6, ,14.0, 
242,Staten Island,San Joaquin Valley,4/4/2016,095,4.85, ,0.00, ,289, ,1.3, ,24.5, ,5.9, ,15.4, ,99, ,52, ,75, ,10.9, ,2.3, ,198.9, ,14.0, 
242,Staten Island,San Joaquin Valley,4/5/2016,096,5.76, ,0.00, ,294, ,1.0, ,28.4,Y,8.1, ,17.3, ,92, ,29, ,53, ,7.5, ,2.7, ,237.2, ,14.2, 
242,Staten Island,San Joaquin Valley,4/6/2016,097,5.27, ,0.00, ,286, ,1.4, ,31.5,Y,6.1, ,18.8, ,99, ,32, ,64, ,11.8, ,1.5, ,130.5, ,14.2, 
242,Staten Island,San Joaquin Valley,4/7/2016,098,4.68, ,0.00, ,233, ,1.3, ,24.3, ,8.8, ,16.2, ,97, ,43, ,69, ,10.6, ,3.4, ,292.8, ,14.4, 
242,Staten Island,San Joaquin Valley,4/8/2016,099,3.52, ,3.90, ,208, ,1.5,Y,22.8, ,10.9, ,16.0, ,98, ,63, ,82,Y,12.9,Y,2.9, ,254.7, ,14.5, 
242,Staten Island,San Joaquin Valley,4/9/2016,100,0.53, ,19.10, ,67, ,1.6,Y,17.3, ,13.6,Y,14.8, ,99, ,86, ,94,Y,13.8,Y,2.2, ,193.4, ,14.7, 
242,Staten Island,San Joaquin Valley,4/10/2016,101,1.86, ,3.10, ,137, ,1.4,Y,18.5, ,12.4, ,14.3, ,99, ,75, ,88,Y,12.4,Y,2.5, ,213.1, ,14.9, 
242,Staten Island,San Joaquin Valley,4/11/2016,102,3.48, ,0.00, ,233, ,1.4,Y,21.7, ,11.4, ,15.8, ,96, ,64, ,79,Y,12.2,Y,1.5, ,133.7, ,15.0, 
242,Staten Island,San Joaquin Valley,4/12/2016,103,4.00, ,0.00, ,247, ,1.3, ,20.2, ,7.9, ,14.2, ,99, ,63, ,82, ,11.2, ,2.5, ,220.1, ,15.1, 
242,Staten Island,San Joaquin Valley,4/13/2016,104,4.92, ,0.00, ,295, ,1.1, ,20.6, ,8.5, ,14.4, ,91, ,48, ,68, ,8.6, ,2.8, ,241.0, ,15.1, 
242,Staten Island,San Joaquin Valley,4/14/2016,105,4.76, ,2.50, ,287, ,1.1, ,19.2, ,7.2, ,13.4, ,97, ,52, ,70, ,8.0, ,3.1, ,266.1, ,15.0, 
242,Staten Island,San Joaquin Valley,4/15/2016,106,6.49, ,0.00, ,315, ,0.8, ,22.9, ,4.3, ,14.2, ,94, ,30, ,52, ,4.5, ,4.3, ,371.0, ,14.8, 
242,Staten Island,San Joaquin Valley,4/16/2016,107,5.49, ,0.00, ,314, ,1.1, ,29.6, ,6.2, ,17.3, ,91, ,28, ,53, ,7.7, ,1.9, ,167.2, ,14.7, 
242,Staten Island,San Joaquin Valley,4/17/2016,108,5.29, ,0.00, ,312, ,1.3, ,30.7,Y,5.5, ,18.1, ,99, ,34, ,64, ,11.2, ,1.2, ,105.9, ,14.7, 
242,Staten Island,San Joaquin Valley,4/18/2016,109,5.60, ,0.00, ,309, ,1.4, ,32.5,Y,8.3, ,19.5, ,98, ,32, ,60, ,11.6, ,1.4, ,121.5, ,14.9, 
242,Staten Island,San Joaquin Valley,4/19/2016,110,5.36, ,0.00, ,283, ,1.2, ,31.0,Y,7.7, ,18.5, ,90, ,33, ,56, ,9.6, ,1.6, ,139.4, ,15.1, 
242,Staten Island,San Joaquin Valley,4/20/2016,111,5.64, ,0.00, ,312, ,1.1, ,26.5, ,6.1, ,17.2, ,94, ,28, ,54, ,7.8, ,2.1, ,179.7, ,15.1, 
242,Staten Island,San Joaquin Valley,4/21/2016,112,4.17, ,0.00, ,244, ,1.5, ,23.8, ,9.4, ,16.7, ,99, ,58, ,77, ,12.7, ,2.2, ,191.5, ,15.2, 
242,Staten Island,San Joaquin Valley,4/22/2016,113,2.99, ,7.10, ,179, ,1.3, ,18.0, ,7.9, ,14.3, ,96, ,57, ,79, ,10.6, ,3.7, ,323.1, ,15.3, 
242,Staten Island,San Joaquin Valley,4/23/2016,114,5.01, ,0.00, ,318, ,1.2, ,22.9, ,5.0, ,14.2, ,99, ,42, ,71, ,9.1, ,2.0, ,171.6, ,15.5, 
242,Staten Island,San Joaquin Valley,4/24/2016,115,4.80, ,0.00, ,269, ,1.2, ,21.6, ,8.6, ,15.4, ,90, ,53, ,70, ,9.9, ,3.1, ,265.0, ,16.0, 
242,Staten Island,San Joaquin Valley,4/25/2016,116,6.05, ,0.00, ,329, ,0.8, ,21.3, ,6.0, ,13.6, ,87, ,30, ,54, ,4.6, ,3.6, ,310.0, ,15.9, 
242,Staten Island,San Joaquin Valley,4/26/2016,117,5.26, ,0.00, ,217, ,1.0, ,21.1, ,10.9, ,16.2, ,91, ,38, ,55, ,7.1, ,3.1, ,266.3, ,15.2, 
242,Staten Island,San Joaquin Valley,4/27/2016,118,4.56, ,0.60, ,272, ,1.1, ,20.2, ,9.9, ,14.1, ,90, ,55, ,70, ,8.8, ,3.4, ,294.1, ,15.1, 
242,Staten Island,San Joaquin Valley,4/28/2016,119,6.41, ,0.00, ,332, ,1.1, ,25.8, ,8.1, ,16.8, ,91, ,31, ,58, ,8.5, ,3.2, ,277.3, ,15.1, 
242,Staten Island,San Joaquin Valley,4/29/2016,120,5.59, ,0.00, ,309, ,1.2, ,23.7, ,9.9, ,16.6, ,88, ,47, ,65, ,10.0, ,2.6, ,227.6, ,15.4, 
242,Staten Island,San Joaquin Valley,4/30/2016,121,7.72, ,0.00, ,333, ,1.0, ,27.2, ,10.5, ,18.8, ,91, ,28, ,45, ,6.6, ,4.9, ,424.9, ,15.8, 
242,Staten Island,San Joaquin Valley,5/1/2016,122,5.80, ,0.00, ,322, ,1.2, ,29.9, ,6.2, ,19.0, ,87, ,28, ,53, ,9.1, ,1.6, ,136.2, ,16.1, 
242,Staten Island,San Joaquin Valley,5/2/2016,123,5.69, ,0.00, ,323, ,1.3, ,28.8, ,6.7, ,17.6, ,96, ,36, ,64, ,10.8, ,1.6, ,139.4, ,16.5, 
242,Staten Island,San Joaquin Valley,5/3/2016,124,4.33, ,0.00, ,242, ,1.4, ,28.3, ,8.8, ,18.6, ,97, ,45, ,67, ,12.3, ,1.3,Y,113.0,Y,16.8, 
242,Staten Island,San Joaquin Valley,5/4/2016,125,4.68, ,0.00, ,245, ,1.3, ,23.4, ,13.4, ,17.6, ,84, ,42, ,66, ,11.1, ,2.8, ,238.6, ,17.1, 
242,Staten Island,San Joaquin Valley,5/5/2016,126,1.71, ,0.00, ,118, ,1.4, ,19.0, ,11.2, ,15.3, ,95, ,67, ,79, ,11.7, ,2.3, ,194.7, ,17.2, 
242,Staten Island,San Joaquin Valley,5/6/2016,127,0.73, ,6.20, ,78, ,1.4, ,18.3, ,11.1, ,14.1, ,98, ,77, ,90, ,12.5, ,1.3,Y,113.5,Y,17.1, 
242,Staten Island,San Joaquin Valley,5/7/2016,128,1.26, ,0.40, ,109, ,1.5, ,17.2, ,11.9, ,14.4, ,98, ,81, ,89, ,12.6, ,1.7, ,144.0, ,16.9, 
242,Staten Island,San Joaquin Valley,5/8/2016,129,2.35, ,0.00, ,161, ,1.5, ,22.7, ,10.6, ,15.9, ,99, ,65, ,83, ,13.0, ,1.8, ,158.7, ,16.8, 
242,Staten Island,San Joaquin Valley,5/9/2016,130,4.97, ,0.00, ,305, ,1.4, ,24.3, ,7.8, ,15.9, ,99, ,56, ,78, ,12.2, ,1.6,Y,135.3,Y,16.9, 
242,Staten Island,San Joaquin Valley,5/10/2016,131,6.00, ,0.00, ,338, ,1.5, ,30.5, ,6.5, ,18.3, ,99, ,34, ,69, ,12.6, ,1.9, ,166.8, ,17.0, 
242,Staten Island,San Joaquin Valley,5/11/2016,132,6.07, ,0.00, ,343, ,1.4, ,30.1, ,7.8, ,18.9, ,97, ,37, ,63, ,11.7, ,1.7, ,148.8, ,17.3, 
242,Staten Island,San Joaquin Valley,5/12/2016,133,6.00, ,0.00, ,334, ,1.4, ,29.4, ,8.7, ,18.3, ,97, ,42, ,68, ,12.3, ,2.1, ,180.0, ,17.6, 
242,Staten Island,San Joaquin Valley,5/13/2016,134,6.08, ,0.00, ,335, ,1.3, ,23.1, ,11.8, ,16.3, ,90, ,53, ,70, ,10.8, ,4.1, ,355.6, ,17.8, 
242,Staten Island,San Joaquin Valley,5/14/2016,135,6.00, ,0.00, ,339, ,1.4, ,23.5, ,11.0, ,17.0, ,87, ,54, ,70, ,11.6, ,3.8, ,325.2, ,17.7, 
242,Staten Island,San Joaquin Valley,5/15/2016,136,6.18, ,0.00, ,340, ,1.4, ,26.9, ,8.5, ,18.3, ,98, ,45, ,67, ,12.1, ,2.5, ,214.4, ,17.7, 
242,Staten Island,San Joaquin Valley,5/16/2016,137,6.93, ,0.00, ,345, ,1.3, ,29.4, ,9.5, ,20.1, ,94, ,28, ,57, ,11.3, ,2.8, ,244.3, ,17.8, 
242,Staten Island,San Joaquin Valley,5/17/2016,138,7.47, ,0.00, ,352,R,1.3, ,32.4, ,11.9, ,22.5, ,85, ,28, ,49, ,11.4, ,2.9, ,253.8, ,18.0, 
242,Staten Island,San Joaquin Valley,5/18/2016,139,6.81, ,0.00, ,337, ,1.4, ,35.5,Y,12.3, ,23.7, ,85, ,30, ,48, ,12.1, ,1.8, ,155.8, ,18.2, 
242,Staten Island,San Joaquin Valley,5/19/2016,140,6.73, ,0.00, ,327, ,1.2, ,25.0, ,13.4, ,18.8, ,67, ,38, ,53, ,9.1, ,4.0, ,348.0, ,18.4, 
242,Staten Island,San Joaquin Valley,5/20/2016,141,6.06, ,0.00, ,333, ,1.0, ,20.2, ,10.1, ,14.5, ,81, ,44, ,59, ,6.5, ,4.3, ,374.9, ,18.2, 
242,Staten Island,San Joaquin Valley,5/21/2016,142,3.50, ,0.30, ,213, ,1.1, ,20.3, ,7.2, ,14.1, ,91, ,51, ,68, ,8.3, ,2.8, ,240.6, ,17.9, 
242,Staten Island,San Joaquin Valley,5/22/2016,143,5.12, ,0.00, ,307, ,1.1, ,21.4, ,6.5, ,14.3, ,97, ,47, ,69, ,8.7, ,2.6, ,221.5, ,17.5, 
242,Staten Island,San Joaquin Valley,5/23/2016,144,5.48, ,0.00, ,329, ,1.2, ,24.0, ,8.3, ,16.1, ,92, ,40, ,66, ,9.8, ,2.4, ,203.6, ,17.3, 
242,Staten Island,San Joaquin Valley,5/24/2016,145,5.35, ,0.00, ,312, ,1.3, ,23.3, ,8.5, ,15.9, ,96, ,50, ,72, ,10.9, ,2.7, ,237.3, ,17.3, 
242,Staten Island,San Joaquin Valley,5/25/2016,146,5.98, ,0.00, ,341, ,1.4, ,24.4, ,7.5, ,16.8, ,96, ,49, ,70, ,11.4, ,2.9, ,250.6, ,17.4, 
242,Staten Island,San Joaquin Valley,5/26/2016,147,6.21, ,0.00, ,348, ,1.4, ,28.1, ,7.6, ,17.9, ,97, ,42, ,66, ,11.4, ,2.0, ,169.1, ,17.5, 
242,Staten Island,San Joaquin Valley,5/27/2016,148,6.47, ,0.00, ,349, ,1.4, ,31.2, ,8.2, ,20.4, ,95, ,31, ,58, ,11.8, ,1.6,Y,140.7,Y,17.6, 
242,Staten Island,San Joaquin Valley,5/28/2016,149,6.83, ,0.00, ,338, ,1.3, ,32.0, ,13.6, ,22.5, ,80, ,28, ,47, ,10.6, ,2.2, ,189.5, ,17.8, 
242,Staten Island,San Joaquin Valley,5/29/2016,150,6.77, ,0.00, ,351, ,1.4, ,30.9, ,9.0, ,20.2, ,92, ,34, ,57, ,11.5, ,2.1, ,180.7, ,18.0, 
242,Staten Island,San Joaquin Valley,5/30/2016,151,6.83, ,0.00, ,347, ,1.5, ,33.6, ,9.7, ,22.4, ,94, ,32, ,54, ,12.6, ,1.9,Y,163.3,Y,18.1, 
242,Staten Island,San Joaquin Valley,5/31/2016,152,7.07, ,0.00, ,353, ,1.5, ,35.9,Y,10.5, ,24.2, ,93, ,28, ,50, ,13.2, ,1.7,Y,143.9,Y,18.4, 
242,Staten Island,San Joaquin Valley,6/1/2016,153,7.20, ,0.00, ,363,R,1.4, ,34.0, ,9.8, ,22.8, ,93, ,26, ,51, ,12.1, ,1.9,Y,162.9,Y,18.6, 
242,Staten Island,San Joaquin Valley,6/2/2016,154,6.69, ,0.00, ,360,R,1.6, ,34.6, ,9.1, ,22.3, ,97, ,35, ,60, ,14.3, ,1.6,Y,136.3,Y,19.3, 
242,Staten Island,San Joaquin Valley,6/3/2016,155,7.19, ,0.00, ,351, ,1.6, ,38.4,Y,12.4, ,25.6,Y,91, ,25, ,48,Y,13.8,Y,1.4,Y,124.7,Y,20.9, 
242,Staten Island,San Joaquin Valley,6/4/2016,156,4.03, ,0.00, ,208, ,1.7, ,34.9, ,14.9, ,23.7, ,93, ,39, ,57, ,14.7, ,1.2,Y,101.6,Y,20.7, 
242,Staten Island,San Joaquin Valley,6/5/2016,157,7.03, ,0.00, ,357, ,1.4, ,34.5, ,12.1, ,23.4, ,91, ,26, ,50, ,12.3, ,2.1,Y,178.1,Y,20.9, 
242,Staten Island,San Joaquin Valley,6/6/2016,158,6.75, ,0.00, ,345, ,1.6, ,30.4, ,13.2, ,21.1, ,90, ,45, ,64, ,14.0, ,2.8, ,244.6, ,21.2, 
242,Staten Island,San Joaquin Valley,6/7/2016,159,6.42, ,0.00, ,352, ,1.6, ,28.4, ,14.0, ,19.4, ,91, ,52, ,72, ,14.3, ,3.8, ,330.6, ,21.0, 
242,Staten Island,San Joaquin Valley,6/8/2016,160,6.45, ,0.00, ,334, ,1.5, ,25.9, ,13.7, ,18.9, ,90, ,45, ,67, ,12.6, ,4.3, ,371.6, ,20.7, 
242,Staten Island,San Joaquin Valley,6/9/2016,161,6.31, ,0.00, ,360,R,1.4, ,26.6, ,12.8, ,18.9, ,87, ,47, ,66, ,12.5, ,3.2, ,274.6, ,20.2, 
242,Staten Island,San Joaquin Valley,6/10/2016,162,6.94, ,0.00, ,365,R,1.1, ,26.6, ,11.1, ,19.1, ,86, ,24, ,52, ,8.9, ,2.8, ,238.6, ,19.9, 
242,Staten Island,San Joaquin Valley,6/11/2016,163,6.90, ,0.00, ,350, ,1.2, ,30.7, ,7.8,Y,20.2, ,95, ,27, ,49, ,9.3, ,2.3, ,197.9, ,19.6, 
242,Staten Island,San Joaquin Valley,6/12/2016,164,6.97, ,0.00, ,352, ,1.3, ,29.6, ,12.0, ,21.1, ,81, ,34, ,53, ,11.2, ,2.7, ,233.0, ,19.6, 
242,Staten Island,San Joaquin Valley,6/13/2016,165,6.67, ,0.00, ,358, ,1.3, ,26.1, ,12.2, ,18.9, ,89, ,42, ,61, ,11.2, ,3.6, ,308.9, ,19.6, 
242,Staten Island,San Joaquin Valley,6/14/2016,166,6.62, ,0.00, ,336, ,1.1, ,24.2, ,11.9, ,17.5, ,72, ,36, ,54, ,8.0, ,3.6, ,313.9, ,19.6, 
242,Staten Island,San Joaquin Valley,6/15/2016,167,6.46, ,0.00, ,344, ,1.0, ,21.1, ,7.9,Y,15.0, ,90, ,39, ,60, ,7.3, ,3.8, ,325.0, ,19.3, 
242,Staten Island,San Joaquin Valley,6/16/2016,168,5.84, ,0.00, ,337, ,1.3, ,26.7, ,7.3,Y,17.1, ,95, ,42, ,64, ,10.3, ,1.7,Y,145.5,Y,18.9, 
242,Staten Island,San Joaquin Valley,6/17/2016,169,5.48, ,0.00, ,301, ,1.5, ,27.0, ,10.3, ,18.7, ,97, ,48, ,69, ,12.8, ,2.1, ,183.8, ,18.9, 
242,Staten Island,San Joaquin Valley,6/18/2016,170,6.53, ,0.00, ,358, ,1.3, ,27.2, ,10.7, ,19.6, ,86, ,32, ,55, ,10.4, ,2.2, ,189.5, ,19.0, 
242,Staten Island,San Joaquin Valley,6/19/2016,171,6.93, ,0.00, ,354, ,1.2, ,34.3, ,7.5,Y,21.0, ,93, ,27, ,49, ,9.9, ,1.7,Y,149.2,Y,18.9, 
242,Staten Island,San Joaquin Valley,6/20/2016,172,7.30, ,0.00, ,363,R,1.1, ,33.6, ,7.3,Y,21.4, ,94, ,19, ,44, ,8.8, ,1.7,Y,149.0,Y,18.9, 
242,Staten Island,San Joaquin Valley,6/21/2016,173,7.13, ,0.00, ,362,R,1.3, ,36.4, ,8.9,Y,23.0, ,91, ,23, ,46, ,10.6, ,1.6,Y,141.7,Y,18.9, 
242,Staten Island,San Joaquin Valley,6/22/2016,174,7.24, ,0.00, ,368,R,1.3, ,30.8, ,11.2, ,21.8, ,79, ,30, ,48, ,10.3, ,2.6, ,220.8, ,19.0, 
242,Staten Island,San Joaquin Valley,6/23/2016,175,7.22, ,0.00, ,363,R,1.2, ,30.9, ,10.0, ,21.4, ,80, ,33, ,49, ,10.2, ,2.6, ,222.3, ,19.0, 
242,Staten Island,San Joaquin Valley,6/24/2016,176,6.96, ,0.00, ,367,R,1.4, ,32.2, ,9.7, ,21.4, ,92, ,26, ,57, ,12.4, ,2.2, ,191.5, ,19.0, 
242,Staten Island,San Joaquin Valley,6/25/2016,177,7.55, ,0.00, ,366,R,1.3, ,35.6, ,8.9,Y,23.5, ,92, ,26, ,46, ,11.2, ,2.0, ,171.8, ,19.0, 
242,Staten Island,San Joaquin Valley,6/26/2016,178,7.10,R,0.00, ,358, ,1.5, ,36.9, ,10.6, ,24.2, ,87, ,27, ,50, ,13.3, ,1.4,Y,123.3,Y,19.0, 
242,Staten Island,San Joaquin Valley,6/27/2016,179,7.35, ,0.00, ,360,R,1.6, ,37.8, ,12.5, ,25.6, ,87, ,27, ,48, ,13.7, ,1.7,Y,148.7,Y,19.1, 
242,Staten Island,San Joaquin Valley,6/28/2016,180,7.30, ,0.00, ,350, ,1.5, ,37.1, ,12.6, ,25.2, ,86, ,27, ,47, ,13.1, ,1.8,Y,151.5,Y,19.4, 
242,Staten Island,San Joaquin Valley,6/29/2016,181,7.01, ,0.00, ,366,R,1.5, ,33.1, ,10.6, ,21.9, ,91, ,35, ,56, ,12.8, ,1.9,Y,165.8,Y,19.5, 
242,Staten Island,San Joaquin Valley,6/30/2016,182,6.95, ,0.00, ,361,R,1.6, ,36.1, ,9.1,Y,22.9, ,98, ,36, ,57, ,13.9, ,1.7,Y,143.5,Y,19.4, 
242,Staten Island,San Joaquin Valley,7/1/2016,183,7.05, ,0.00, ,355, ,1.6, ,33.1, ,12.8, ,23.3, ,92, ,36, ,56, ,14.0, ,2.0, ,172.9, ,19.5, 
242,Staten Island,San Joaquin Valley,7/2/2016,184,7.21, ,0.00, ,356, ,1.5, ,31.4, ,10.8, ,21.1, ,94, ,35, ,58, ,12.6, ,2.9, ,249.3, ,19.6, 
242,Staten Island,San Joaquin Valley,7/3/2016,185,7.30, ,0.00, ,359,R,1.3, ,31.1, ,10.7, ,20.9, ,94, ,27, ,54, ,11.1, ,3.0, ,259.1, ,19.5, 
242,Staten Island,San Joaquin Valley,7/4/2016,186,6.92, ,0.00, ,356, ,1.4, ,29.1, ,10.2, ,19.6, ,94, ,41, ,62, ,12.2, ,3.2, ,276.9, ,19.4, 
242,Staten Island,San Joaquin Valley,7/5/2016,187,6.78, ,0.00, ,357, ,1.4, ,27.7, ,12.8, ,19.0, ,91, ,40, ,64, ,11.9, ,3.9, ,338.9, ,19.4, 
242,Staten Island,San Joaquin Valley,7/6/2016,188,6.81, ,0.00, ,348, ,1.3, ,29.2, ,10.6, ,19.3, ,91, ,39, ,60, ,11.4, ,2.9, ,249.2, ,19.3,Y
242,Staten Island,San Joaquin Valley,7/7/2016,189,6.70, ,0.00, ,349, ,1.4, ,28.3, ,11.8, ,19.3, ,87, ,40, ,62, ,11.7, ,3.3, ,285.7, ,19.2,Y
242,Staten Island,San Joaquin Valley,7/8/2016,190,7.00, ,0.00, ,347, ,1.4, ,30.9, ,11.1, ,20.4, ,93, ,37, ,60, ,12.5, ,3.4, ,292.4, ,19.2,Y
242,Staten Island,San Joaquin Valley,7/9/2016,191,7.20, ,0.00, ,345, ,1.5, ,28.0, ,13.1, ,20.8, ,86, ,45, ,63, ,13.4, ,3.9, ,337.1, ,19.3,Y
242,Staten Island,San Joaquin Valley,7/10/2016,192,6.67, ,0.00, ,356,R,1.3, ,30.4, ,11.1, ,20.0, ,83, ,28, ,54, ,10.4, ,2.5, ,213.8, ,19.3,Y
242,Staten Island,San Joaquin Valley,7/11/2016,193,7.30, ,0.00, ,356,R,1.3, ,32.1, ,10.8, ,22.0, ,89, ,25, ,48, ,10.6, ,2.6, ,222.3, ,19.2,Y
242,Staten Island,San Joaquin Valley,7/12/2016,194,6.69, ,0.00, ,357,R,1.4, ,30.9, ,11.9, ,21.1, ,83, ,31, ,54, ,11.4, ,2.1, ,177.3, ,19.2,Y
242,Staten Island,San Joaquin Valley,7/13/2016,195,6.82, ,0.00, ,357,R,1.5, ,35.4, ,9.5,Y,23.3, ,95, ,26, ,54, ,13.4, ,1.6,Y,134.4,Y,19.2,Y
242,Staten Island,San Joaquin Valley,7/14/2016,196,6.99, ,0.00, ,354,R,1.6, ,36.5, ,13.4, ,24.6, ,90, ,26, ,52, ,14.0, ,1.8,Y,153.5,Y,20.6, 
242,Staten Island,San Joaquin Valley,7/15/2016,197,6.74, ,0.00, ,351, ,1.5, ,33.9, ,12.4, ,22.2, ,92, ,28, ,56, ,12.9, ,2.2, ,189.2, ,21.5, 
242,Staten Island,San Joaquin Valley,7/16/2016,198,6.56, ,0.00, ,351, ,1.5, ,30.4, ,14.3, ,21.1, ,87, ,38, ,61, ,13.2, ,3.0, ,257.8, ,21.8, 
242,Staten Island,San Joaquin Valley,7/17/2016,199,6.57, ,0.00, ,353,R,1.4, ,28.0, ,10.8, ,19.4, ,96, ,43, ,64, ,12.5, ,2.6, ,227.4, ,21.6, 
242,Staten Island,San Joaquin Valley,7/18/2016,200,6.48, ,0.00, ,348, ,1.5, ,26.7, ,10.3, ,18.8, ,94, ,47, ,67, ,12.6, ,3.3, ,288.7, ,21.1, 
242,Staten Island,San Joaquin Valley,7/19/2016,201,6.54, ,0.00, ,348, ,1.3, ,28.7, ,12.7, ,19.7, ,88, ,31, ,58, ,11.2, ,2.7, ,233.7, ,20.6, 
242,Staten Island,San Joaquin Valley,7/20/2016,202,6.67, ,0.00, ,348, ,1.3, ,32.3, ,9.8, ,20.8, ,94, ,26, ,52, ,10.7, ,2.1, ,184.1, ,20.2, 
242,Staten Island,San Joaquin Valley,7/21/2016,203,6.91, ,0.00, ,350,R,1.3, ,29.5, ,10.9, ,20.0, ,87, ,27, ,55, ,10.7, ,3.0, ,259.4, ,19.9, 
242,Staten Island,San Joaquin Valley,7/22/2016,204,6.66, ,0.00, ,353,R,1.4, ,33.5, ,8.1,Y,21.2, ,93, ,25, ,56, ,12.0, ,1.8,Y,154.9,Y,19.7, 
242,Staten Island,San Joaquin Valley,7/23/2016,205,7.24, ,0.00, ,349,R,1.5, ,36.9, ,10.4, ,24.0, ,93, ,25, ,50, ,12.8, ,1.9,Y,166.5,Y,19.6, 
